page_number,url
1,https://immovlan.be/en/detail/residence/for-sale/1360/perwez/vbd64272
1,https://immovlan.be/en/detail/apartment/for-sale/1360/perwez/vbd38977
1,https://immovlan.be/en/detail/residence/for-sale/1360/perwez/vbd10721
1,https://immovlan.be/en/detail/apartment/for-sale/1360/perwez/vbd09952
1,https://immovlan.be/en/detail/residence/for-sale/1360/perwez/vbd19440
1,https://immovlan.be/en/detail/residence/for-sale/1360/perwez/vbd25704
1,https://immovlan.be/en/detail/apartment/for-sale/1360/perwez/vbd25700
1,https://immovlan.be/en/detail/apartment/for-sale/1360/perwez/vbc95975
1,https://immovlan.be/en/detail/apartment/for-sale/1360/perwez/vbc99462
1,https://immovlan.be/en/detail/residence/for-sale/1360/perwez/vbd33080
1,https://immovlan.be/en/detail/apartment/for-sale/1360/perwez/vbc74877
1,https://immovlan.be/en/detail/apartment/for-sale/1360/perwez/vbd58129
1,https://immovlan.be/en/detail/apartment/for-sale/1360/perwez/vbd58128
1,https://immovlan.be/en/detail/residence/for-sale/1360/perwez/vbd64273
1,https://immovlan.be/en/detail/apartment/for-sale/1360/perwez/vbc92732
1,https://immovlan.be/en/detail/apartment/for-sale/1360/perwez/vbc92729
1,https://immovlan.be/en/detail/residence/for-sale/1360/perwez/vaz71896
1,https://immovlan.be/en/detail/residence/for-sale/1360/perwez/vaz68433
1,https://immovlan.be/en/detail/residence/for-sale/1360/thorembais-saint-trond/vbd89339
2,https://immovlan.be/en/detail/residence/for-sale/1360/thorembais-saint-trond/vbd73096
2,https://immovlan.be/en/detail/residence/for-sale/1360/thorembais-saint-trond/vbd73095
2,https://immovlan.be/en/detail/residence/for-sale/1360/thorembais-saint-trond/vbd73094
2,https://immovlan.be/en/detail/residence/for-sale/1360/thorembais-saint-trond/vbd73093
2,https://immovlan.be/en/detail/residence/for-sale/1367/ramillies/vbd89510
2,https://immovlan.be/en/detail/residence/for-sale/1367/ramillies/vbd55424
2,https://immovlan.be/en/detail/residence/for-sale/1367/ramillies/vbd50806
2,https://immovlan.be/en/detail/residence/for-sale/1367/ramillies/vbd50802
2,https://immovlan.be/en/detail/residence/for-sale/1367/ramillies/vbd62016
2,https://immovlan.be/en/detail/residence/for-sale/1367/ramillies/vbd38564
2,https://immovlan.be/en/detail/villa/for-sale/1367/ramillies/vaj61285
2,https://immovlan.be/en/detail/residence/for-sale/1367/ramillies/vbd02115
2,https://immovlan.be/en/detail/residence/for-sale/1367/huppaye/vbd90270
2,https://immovlan.be/en/detail/residence/for-sale/1367/autre-eglise/vbd41609
2,https://immovlan.be/en/detail/residence/for-sale/1367/autre-eglise/vbc11990
2,https://immovlan.be/en/detail/residence/for-sale/1367/grand-rosiere-hottomont/vbd46549
2,https://immovlan.be/en/detail/residence/for-sale/1367/mont-saint-andre/vbd58026
2,https://immovlan.be/en/detail/residence/for-sale/1367/mont-saint-andre/vbd82838
2,https://immovlan.be/en/detail/villa/for-sale/1367/huppaye/vbd07767
2,https://immovlan.be/en/detail/residence/for-sale/1367/ramillies-offus/vbb88455
3,https://immovlan.be/en/detail/villa/for-sale/1370/jodoigne/vwd16702
3,https://immovlan.be/en/detail/residence/for-sale/1370/jodoigne/vbd88440
3,https://immovlan.be/en/detail/residence/for-sale/1370/jodoigne/vbd88410
3,https://immovlan.be/en/detail/apartment/for-sale/1370/jodoigne/vbd52185
3,https://immovlan.be/en/detail/apartment/for-sale/1370/jodoigne/vbd75468
3,https://immovlan.be/en/detail/apartment/for-sale/1370/jodoigne/vbc57365
3,https://immovlan.be/en/detail/residence/for-sale/1370/jodoigne/vbd62373
3,https://immovlan.be/en/detail/residence/for-sale/1370/jodoigne/vbd35662
3,https://immovlan.be/en/detail/villa/for-sale/1370/jodoigne/vbd41468
3,https://immovlan.be/en/detail/residence/for-sale/1370/jodoigne/vbc57362
3,https://immovlan.be/en/detail/residence/for-sale/1370/jodoigne/vbd17934
3,https://immovlan.be/en/detail/residence/for-sale/1370/jodoigne/vbd10686
3,https://immovlan.be/en/detail/residence/for-sale/1370/jodoigne/vbd36979
3,https://immovlan.be/en/detail/residence/for-sale/1370/jodoigne/vbd10684
3,https://immovlan.be/en/detail/residence/for-sale/1370/jodoigne/vbc57368
3,https://immovlan.be/en/detail/residence/for-sale/1370/jodoigne/vbd69322
3,https://immovlan.be/en/detail/apartment/for-sale/1370/jodoigne/vbc57366
3,https://immovlan.be/en/detail/apartment/for-sale/1370/jodoigne/vbc57364
3,https://immovlan.be/en/detail/duplex/for-sale/1370/jodoigne/vwd15894
