page_id,page_url,locality,zip_code,property_type,property_subtype,price,number_of_bedrooms,livable_surface_m2,kitchen_equipment,furnished,has_terrace,terrace_area_m2,has_garden,garden_area_m2,land_area_m2,number_of_facades,has_swimming_pool,building_condition,build_year
30,https://immovlan.be/en/detail/investment-property/for-sale/3700/berg/rbv15116,Berg,3700,investmentProperty,returnBuilding,525000,,0,,,,,,,,,,,
31,https://immovlan.be/en/detail/investment-property/for-sale/3700/berg/rbv15113,Berg,3700,investmentProperty,returnBuilding,525000,,0,,,,,,,,,,,
32,https://immovlan.be/en/detail/investment-property/for-sale/3700/berg/rbv15112,Berg,3700,investmentProperty,returnBuilding,525000,,0,,,,,,,,,,,
33,https://immovlan.be/en/detail/residence/for-sale/3700/berg/rbv13030,Berg,3700,house,house,219000,3,139,,,True,,True,,165 m²,,,,1930
34,https://immovlan.be/en/detail/residence/for-sale/3700/berg/rbv13029,Berg,3700,house,house,169900,4,121,,,False,,True,,140 m²,,,,1930
35,https://immovlan.be/en/detail/residence/for-sale/3700/berg/rbv13026,Berg,3700,house,house,270000,2,119,,,True,,True,,150 m²,,,,1930
36,https://immovlan.be/en/detail/residence/for-sale/3700/berg/rbu48923,Berg,3700,house,house,283000,3,166,,,False,,True,,991 m²,,,,1918
37,https://immovlan.be/en/detail/residence/for-sale/3700/berg/rbu87600,Berg,3700,house,house,350000,6,0,,,True,14 m²,True,,,2,,Excellent,1974
38,https://immovlan.be/en/detail/residence/for-sale/3700/berg/rbu83970,Berg,3700,house,house,599000,3,265,,,False,,True,,1058 m²,4,,New,
39,https://immovlan.be/en/detail/residence/for-sale/3700/berg/rbu77020,Berg,3700,house,house,295000,4,156,,,False,,,,3862 m²,3,,,1961
40,https://immovlan.be/en/detail/residence/for-sale/3700/berg/rbu75253,Berg,3700,house,house,186000,2,99,,,True,22 m²,True,,90 m²,2,,,1918
41,https://immovlan.be/en/detail/residence/for-sale/3700/berg/rbu43425,Berg,3700,house,house,229000,4,156,,,True,,,,110 m²,,,Excellent,1850
42,https://immovlan.be/en/detail/residence/for-sale/3700/berg/rbu59331,Berg,3700,house,house,249000,,139,,,False,,True,,692 m²,,,,1963
43,https://immovlan.be/en/detail/investment-property/for-sale/3700/berg/rbu33643,Berg,3700,investmentProperty,returnBuilding,400000,,0,,,,,,,4515 m²,,,,
44,https://immovlan.be/en/detail/residence/for-sale/3700/berg/rbt09989,Berg,3700,house,house,245000,3,187,Fully equipped,,,,True,,670 m²,3,False,,1930
45,https://immovlan.be/en/detail/residence/for-sale/3700/berg/rbu24752,Berg,3700,house,house,199000,8,0,,,True,,,,325 m²,2,,To be renovated,1938
46,https://immovlan.be/en/detail/loft/for-sale/3700/tongeren/rbv29586,Tongeren,3700,appartment,loft,375000,2,138,,,True,27 m²,,,,,,,2018
47,https://immovlan.be/en/detail/apartment/for-sale/3700/tongeren/rbv26012,Tongeren,3700,appartment,flat,286500,3,130,,,True,4 m²,,,,2,,,1968
49,https://immovlan.be/en/detail/apartment/for-sale/3700/tongeren/rbv23156,Tongeren,3700,appartment,flat,199000,2,106,,,True,6 m²,,,,3,,To be renovated,1930
50,https://immovlan.be/en/detail/apartment/for-sale/3700/tongeren/rbv23154,Tongeren,3700,appartment,flat,199000,2,114,,,False,,,,,3,,To be renovated,1930
51,https://immovlan.be/en/detail/apartment/for-sale/3700/tongeren/rbv23153,Tongeren,3700,appartment,flat,199000,2,114,,,False,,,,,3,,To be renovated,1930
52,https://immovlan.be/en/detail/residence/for-sale/3700/tongeren/vbd83990,Tongeren,3700,house,house,360000,3,153,Fully equipped,,True,,True,103 m²,268 m²,3,,Excellent,
55,https://immovlan.be/en/detail/residence/for-sale/3700/tongeren/rbu24811,Tongeren,3700,house,house,175000,4,0,,,False,,,,200 m²,,,To be renovated,1874
56,https://immovlan.be/en/detail/cottage/for-sale/3700/tongeren/vbd79932,Tongeren,3700,house,cottage,558000,4,225,,,True,,True,1200 m²,,,,,
57,https://immovlan.be/en/detail/apartment/for-sale/3700/tongeren/rbu58324,Tongeren,3700,appartment,flat,215000,2,87,,,True,12 m²,,,,2,,Excellent,2005
58,https://immovlan.be/en/detail/apartment/for-sale/3700/tongeren/rbv17268,Tongeren,3700,appartment,flat,257000,1,68,,,True,7 m²,,,,,,,2021
59,https://immovlan.be/en/detail/mixed-building/for-sale/3700/tongeren/vbd80870,Tongeren,3700,house,mixedBuilding,3800000,,0,,,,,,,,2,,,
60,https://immovlan.be/en/detail/residence/for-sale/3700/tongeren/rwc41676,Tongeren,3700,house,house,558000,4,230,,,True,16 m²,True,1050 m²,,4,,Normal,1969
61,https://immovlan.be/en/detail/apartment/for-sale/3700/tongeren/rbv04502,Tongeren,3700,appartment,flat,189000,2,60,,,True,,,,,2,,,1966
62,https://immovlan.be/en/detail/residence/for-sale/3700/tongeren/rbv04496,Tongeren,3700,house,house,249000,3,131,,,False,,True,,1089 m²,,,,1937
63,https://immovlan.be/en/detail/residence/for-sale/3700/tongeren/rbu97311,Tongeren,3700,house,house,255000,3,224,,,True,,True,,220 m²,3,,Excellent,1954
64,https://immovlan.be/en/detail/residence/for-sale/3700/tongeren/rbu88661,Tongeren,3700,house,house,349000,2,258,,,False,,,,258 m²,,,,1920
65,https://immovlan.be/en/detail/residence/for-sale/3700/tongeren/rbu61318,Tongeren,3700,house,house,575000,7,391,,,True,,True,,312 m²,2,,,1938
66,https://immovlan.be/en/detail/residence/for-sale/3700/tongeren/rbu85590,Tongeren,3700,house,house,150000,3,105,,,False,,,,55 m²,2,,,1899
