page_id,page_url,locality,zip_code,property_type,property_subtype,price,number_of_bedrooms,livable_surface_m2,kitchen_equipment,furnished,has_terrace,terrace_area_m2,has_garden,garden_area_m2,land_area_m2,number_of_facades,has_swimming_pool,building_condition,build_year
20,https://immovlan.be/en/detail/investment-property/for-sale/3700/berg/rbv23155,Berg,3700.0,investmentProperty,returnBuilding,550000.0,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To be renovated,1930.0
30,https://immovlan.be/en/detail/investment-property/for-sale/3700/berg/rbv15116,Berg,3700.0,investmentProperty,returnBuilding,525000.0,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31,https://immovlan.be/en/detail/investment-property/for-sale/3700/berg/rbv15113,Berg,3700.0,investmentProperty,returnBuilding,525000.0,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
32,https://immovlan.be/en/detail/investment-property/for-sale/3700/berg/rbv15112,Berg,3700.0,investmentProperty,returnBuilding,525000.0,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
43,https://immovlan.be/en/detail/investment-property/for-sale/3700/berg/rbu33643,Berg,3700.0,investmentProperty,returnBuilding,400000.0,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,4515.0,N/A,N/A,N/A,N/A
93,https://immovlan.be/en/detail/investment-property/for-sale/9420/erpe-mere/rbv13163,Erpe-Mere,9420.0,investmentProperty,returnBuilding,695000.0,20.0,845.0,N/A,N/A,1.0,100.0,1.0,800.0,N/A,N/A,N/A,Normal,N/A
165,https://immovlan.be/en/detail/investment-property/for-sale/3800/sint-truiden/rbu80502,Sint-Truiden,3800.0,investmentProperty,returnBuilding,757000.0,4.0,206.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.0,N/A,New,N/A
272,https://immovlan.be/en/detail/investment-property/for-sale/9300/aalst/rbv24536,Aalst,9300.0,investmentProperty,returnBuilding,799000.0,9.0,372.0,N/A,N/A,1.0,20.0,N/A,N/A,160.0,N/A,N/A,Normal,1899.0
275,https://immovlan.be/en/detail/investment-property/for-sale/9300/aalst/rbv17805,Aalst,9300.0,investmentProperty,returnBuilding,139000.0,2.0,74.0,N/A,N/A,N/A,N/A,N/A,N/A,245.0,2.0,N/A,Normal,1956.0
293,https://immovlan.be/en/detail/investment-property/for-sale/9300/aalst/rbu99269,Aalst,9300.0,investmentProperty,returnBuilding,189000.0,2.0,102.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.0,N/A,N/A,1974.0
310,https://immovlan.be/en/detail/investment-property/for-sale/9300/aalst/rbu80292,Aalst,9300.0,investmentProperty,returnBuilding,149500.0,2.0,72.0,N/A,N/A,N/A,N/A,N/A,N/A,40.0,2.0,N/A,To be renovated,N/A
414,https://immovlan.be/en/detail/investment-property/for-sale/3200/aarschot/rbv25225,Aarschot,3200.0,investmentProperty,returnBuilding,750000.0,6.0,288.0,N/A,N/A,N/A,N/A,N/A,N/A,428.0,3.0,N/A,To be renovated,1974.0
425,https://immovlan.be/en/detail/investment-property/for-sale/3200/aarschot/rbk95206,Aarschot,3200.0,investmentProperty,returnBuilding,595000.0,7.0,600.0,N/A,N/A,1.0,N/A,N/A,N/A,277.0,2.0,N/A,Excellent,1970.0
429,https://immovlan.be/en/detail/investment-property/for-sale/3200/aarschot/rbi90075,Aarschot,3200.0,investmentProperty,returnBuilding,375000.0,N/A,180.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To renovate,N/A
473,https://immovlan.be/en/detail/investment-property/for-sale/8211/aartrijke/rbu76837,Aartrijke,8211.0,investmentProperty,returnBuilding,587000.0,N/A,497.0,N/A,N/A,N/A,N/A,N/A,N/A,250.0,N/A,N/A,N/A,1969.0
476,https://immovlan.be/en/detail/investment-property/for-sale/8211/aartrijke/rbu74648,Aartrijke,8211.0,investmentProperty,returnBuilding,249000.0,2.0,99.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2010.0
477,https://immovlan.be/en/detail/investment-property/for-sale/8211/aartrijke/rbu73967,Aartrijke,8211.0,investmentProperty,returnBuilding,587000.0,7.0,497.0,N/A,N/A,N/A,N/A,N/A,N/A,250.0,2.0,N/A,N/A,1969.0
514,https://immovlan.be/en/detail/investment-property/for-sale/4280/hannut/vbd54909,Hannut,4280.0,investmentProperty,returnBuilding,520000.0,2.0,611.0,N/A,N/A,N/A,N/A,N/A,N/A,452.0,2.0,N/A,Normal,1900.0
576,https://immovlan.be/en/detail/investment-property/for-sale/5590/ciney/vbd73750,Ciney,5590.0,investmentProperty,returnBuilding,450000.0,3.0,252.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.0,N/A,N/A,N/A
578,https://immovlan.be/en/detail/investment-property/for-sale/5590/ciney/vbd73639,Ciney,5590.0,investmentProperty,returnBuilding,600000.0,4.0,250.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
579,https://immovlan.be/en/detail/investment-property/for-sale/5590/ciney/vbd73638,Ciney,5590.0,investmentProperty,returnBuilding,400000.0,5.0,260.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.0,N/A,N/A,N/A
580,https://immovlan.be/en/detail/investment-property/for-sale/5590/ciney/vbd73637,Ciney,5590.0,investmentProperty,returnBuilding,350000.0,3.0,146.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.0,N/A,To be renovated,N/A
601,https://immovlan.be/en/detail/investment-property/for-sale/5590/ciney/vbc21920,Ciney,5590.0,investmentProperty,returnBuilding,319000.0,5.0,149.0,Not equipped,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Excellent,N/A
602,https://immovlan.be/en/detail/investment-property/for-sale/5590/ciney/vbb62879,Ciney,5590.0,investmentProperty,returnBuilding,1795000.0,16.0,1461.0,Super equipped,N/A,1.0,83.0,1.0,6996.0,8669.0,4.0,1.0,Excellent,1700.0
627,https://immovlan.be/en/detail/investment-property/for-sale/5590/ciney/vbd68414,Ciney,5590.0,investmentProperty,returnBuilding,199000.0,1.0,104.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Normal,N/A
690,https://immovlan.be/en/detail/investment-property/for-sale/9991/adegem/rbu66912,Adegem,9991.0,investmentProperty,returnBuilding,380000.0,3.0,185.0,N/A,N/A,N/A,N/A,1.0,N/A,403.0,3.0,N/A,New,2025.0
694,https://immovlan.be/en/detail/investment-property/for-sale/9991/adegem/rbv12240,Adegem,9991.0,investmentProperty,returnBuilding,365000.0,3.0,188.0,N/A,N/A,N/A,N/A,1.0,N/A,423.0,3.0,N/A,New,2025.0
714,https://immovlan.be/en/detail/investment-property/for-sale/8660/de-panne/rbv17720,De Panne,8660.0,investmentProperty,returnBuilding,249500.0,2.0,150.0,N/A,N/A,1.0,N/A,1.0,N/A,150.0,2.0,N/A,To be renovated,N/A
726,https://immovlan.be/en/detail/investment-property/for-sale/8660/de-panne/rbu74342,De Panne,8660.0,investmentProperty,returnBuilding,90000.0,2.0,28.0,N/A,N/A,1.0,2.0,N/A,N/A,30.0,2.0,N/A,N/A,2015.0
727,https://immovlan.be/en/detail/investment-property/for-sale/8660/de-panne/rbu74353,De Panne,8660.0,investmentProperty,returnBuilding,355000.0,8.0,192.0,N/A,N/A,N/A,N/A,1.0,N/A,140.0,3.0,N/A,Excellent,1951.0
772,https://immovlan.be/en/detail/investment-property/for-sale/8660/de-panne/rbu74352,De Panne,8660.0,investmentProperty,returnBuilding,355000.0,8.0,192.0,N/A,N/A,N/A,N/A,1.0,N/A,140.0,3.0,N/A,Excellent,1951.0
773,https://immovlan.be/en/detail/investment-property/for-sale/8660/de-panne/rbu74345,De Panne,8660.0,investmentProperty,returnBuilding,145000.0,2.0,37.0,N/A,N/A,1.0,N/A,1.0,N/A,61.0,2.0,N/A,Excellent,2015.0
884,https://immovlan.be/en/detail/investment-property/for-sale/6250/aiseau/vbd90513,Aiseau,6250.0,investmentProperty,returnBuilding,849000.0,10.0,443.0,N/A,N/A,1.0,30.0,1.0,N/A,N/A,3.0,N/A,New,2020.0
899,https://immovlan.be/en/detail/investment-property/for-sale/6250/aiseau-presles/vbd77237,Aiseau-Presles,6250.0,investmentProperty,returnBuilding,247500.0,3.0,197.0,N/A,N/A,N/A,N/A,N/A,N/A,114.0,3.0,N/A,Normal,N/A
912,https://immovlan.be/en/detail/investment-property/for-sale/5070/fosses-la-ville/vbd15966,Fosses-la-Ville,5070.0,investmentProperty,returnBuilding,349000.0,2.0,277.0,N/A,N/A,1.0,32.0,1.0,37.0,190.0,2.0,N/A,To be renovated,N/A
995,https://immovlan.be/en/detail/investment-property/for-sale/4540/amay/vbd85808,Amay,4540.0,investmentProperty,returnBuilding,389000.0,5.0,250.0,Fully equipped,N/A,1.0,N/A,1.0,N/A,644.0,4.0,N/A,Normal,1993.0
996,https://immovlan.be/en/detail/investment-property/for-sale/4540/amay/vbc97377,Amay,4540.0,investmentProperty,returnBuilding,225000.0,3.0,280.0,Partially equipped,N/A,N/A,N/A,N/A,N/A,155.0,2.0,N/A,To be renovated,1918.0
1012,https://immovlan.be/en/detail/investment-property/for-sale/4540/amay/vwd15219,Amay,4540.0,investmentProperty,returnBuilding,329000.0,4.0,240.0,N/A,N/A,1.0,N/A,1.0,N/A,415.0,3.0,N/A,Normal,N/A
1017,https://immovlan.be/en/detail/investment-property/for-sale/4540/amay/vbd40316,Amay,4540.0,investmentProperty,returnBuilding,340000.0,6.0,274.0,N/A,N/A,N/A,N/A,N/A,N/A,500.0,N/A,N/A,Normal,N/A
1018,https://immovlan.be/en/detail/investment-property/for-sale/4540/amay/vbc72863,Amay,4540.0,investmentProperty,returnBuilding,185000.0,2.0,150.0,Partially equipped,N/A,1.0,N/A,N/A,N/A,N/A,2.0,N/A,To renovate,N/A
1045,https://immovlan.be/en/detail/investment-property/for-sale/6953/ambly/vbd48750,Ambly,6953.0,investmentProperty,returnBuilding,165000.0,2.0,92.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Normal,N/A
1046,https://immovlan.be/en/detail/investment-property/for-sale/6953/ambly/vbd48583,Ambly,6953.0,investmentProperty,returnBuilding,298500.0,5.0,145.0,N/A,N/A,1.0,36.0,N/A,N/A,N/A,N/A,N/A,Normal,N/A
1080,https://immovlan.be/en/detail/investment-property/for-sale/7750/amougies/rbv34799,Amougies,7750.0,investmentProperty,returnBuilding,374900.0,3.0,198.0,N/A,N/A,1.0,39.0,1.0,N/A,554.0,3.0,N/A,New,2023.0
1082,https://immovlan.be/en/detail/investment-property/for-sale/7750/amougies/rbu98761,Amougies,7750.0,investmentProperty,returnBuilding,189900.0,N/A,0.0,N/A,N/A,N/A,N/A,1.0,N/A,1311.0,4.0,N/A,New,N/A
1083,https://immovlan.be/en/detail/investment-property/for-sale/7750/amougies/vbb94770,Amougies,7750.0,investmentProperty,returnBuilding,325000.0,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,9125.0,N/A,N/A,N/A,N/A
1084,https://immovlan.be/en/detail/investment-property/for-sale/7750/amougies/rbv02239,Amougies,7750.0,investmentProperty,returnBuilding,310000.0,N/A,0.0,N/A,N/A,N/A,N/A,1.0,N/A,2902.0,4.0,N/A,New,N/A
1091,https://immovlan.be/en/detail/investment-property/for-sale/7750/mont-de-l-enclus/rbv29653,Mont-de-l'Enclus,7750.0,investmentProperty,returnBuilding,299500.0,4.0,483.0,Super equipped,N/A,1.0,N/A,N/A,N/A,590.0,4.0,N/A,Normal,N/A
1092,https://immovlan.be/en/detail/investment-property/for-sale/7750/mont-de-l-enclus/rbv29652,Mont-de-l'Enclus,7750.0,investmentProperty,returnBuilding,299500.0,N/A,483.0,Super equipped,N/A,1.0,N/A,N/A,N/A,590.0,4.0,N/A,Normal,N/A
1101,https://immovlan.be/en/detail/investment-property/for-sale/7750/orroir/vbd68817,Orroir,7750.0,investmentProperty,returnBuilding,119000.0,2.0,108.0,N/A,N/A,N/A,N/A,N/A,N/A,595.0,2.0,N/A,N/A,N/A
1106,https://immovlan.be/en/detail/investment-property/for-sale/7750/mont-de-l-enclus/rbu95069,Mont-de-l'Enclus,7750.0,investmentProperty,returnBuilding,168000.0,3.0,145.0,Fully equipped,N/A,N/A,N/A,1.0,15.0,96.0,2.0,N/A,Normal,1930.0
1120,https://immovlan.be/en/detail/investment-property/for-sale/5300/andenne/vbd86216,Andenne,5300.0,investmentProperty,returnBuilding,325000.0,N/A,353.0,N/A,N/A,N/A,N/A,1.0,N/A,691.0,3.0,N/A,To be renovated,N/A
1124,https://immovlan.be/en/detail/investment-property/for-sale/5300/andenne/vbc67659,Andenne,5300.0,investmentProperty,returnBuilding,450000.0,7.0,372.0,Super equipped,N/A,1.0,51.0,N/A,N/A,1436.0,2.0,N/A,Normal,N/A
1143,https://immovlan.be/en/detail/investment-property/for-sale/5300/andenne/vbd60417,Andenne,5300.0,investmentProperty,returnBuilding,299000.0,4.0,175.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.0,N/A,To be renovated,1900.0
1158,https://immovlan.be/en/detail/investment-property/for-sale/5300/andenne/vbd78124,Andenne,5300.0,investmentProperty,returnBuilding,1550000.0,2.0,200.0,N/A,N/A,N/A,N/A,N/A,N/A,1900.0,N/A,N/A,Normal,N/A
1159,https://immovlan.be/en/detail/investment-property/for-sale/5300/andenne/vbd78123,Andenne,5300.0,investmentProperty,returnBuilding,575000.0,2.0,220.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Normal,N/A
1169,https://immovlan.be/en/detail/investment-property/for-sale/5300/andenne/vbd07620,Andenne,5300.0,investmentProperty,returnBuilding,249000.0,N/A,219.0,N/A,N/A,N/A,N/A,1.0,N/A,932.0,N/A,N/A,N/A,N/A
1176,https://immovlan.be/en/detail/investment-property/for-sale/5300/andenne/vbd75782,Andenne,5300.0,investmentProperty,returnBuilding,289000.0,3.0,165.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.0,N/A,Excellent,N/A
1177,https://immovlan.be/en/detail/investment-property/for-sale/5300/andenne/vbd72609,Andenne,5300.0,investmentProperty,returnBuilding,520000.0,6.0,272.0,Super equipped,N/A,1.0,56.0,N/A,N/A,260.0,2.0,N/A,Excellent,1960.0
1196,https://immovlan.be/en/detail/investment-property/for-sale/5300/sclayn/vbd45538,Sclayn,5300.0,investmentProperty,returnBuilding,289000.0,N/A,0.0,N/A,N/A,1.0,N/A,1.0,N/A,1896.0,4.0,N/A,To be renovated,1863.0
1213,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/rbv34415,Anderlecht,1070.0,investmentProperty,returnBuilding,680000.0,5.0,234.0,N/A,N/A,N/A,N/A,1.0,80.0,N/A,2.0,N/A,To be renovated,N/A
1214,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd90414,Anderlecht,1070.0,investmentProperty,returnBuilding,500000.0,9.0,450.0,Fully equipped,N/A,N/A,N/A,N/A,N/A,N/A,2.0,N/A,Normal,N/A
1239,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd87518,Anderlecht,1070.0,investmentProperty,returnBuilding,529000.0,6.0,420.0,N/A,N/A,1.0,9.0,N/A,N/A,140.0,2.0,N/A,N/A,1850.0
1244,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd72614,Anderlecht,1070.0,investmentProperty,returnBuilding,1499000.0,6.0,650.0,N/A,N/A,1.0,150.0,N/A,N/A,N/A,2.0,N/A,N/A,N/A
1253,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd86295,Anderlecht,1070.0,investmentProperty,returnBuilding,1095000.0,N/A,910.0,Fully equipped,N/A,N/A,N/A,N/A,N/A,668.0,N/A,N/A,Normal,1940.0
1254,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd86294,Anderlecht,1070.0,investmentProperty,returnBuilding,1095000.0,6.0,910.0,Fully equipped,N/A,N/A,N/A,N/A,N/A,668.0,2.0,N/A,Normal,1940.0
1267,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/rbu75507,Anderlecht,1070.0,investmentProperty,returnBuilding,390000.0,1.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Normal,N/A
1275,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vwd16592,Anderlecht,1070.0,investmentProperty,returnBuilding,615000.0,6.0,353.0,N/A,N/A,1.0,39.0,N/A,N/A,150.0,2.0,N/A,Normal,1910.0
1286,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd84254,Anderlecht,1070.0,investmentProperty,returnBuilding,560000.0,N/A,440.0,Super equipped,N/A,N/A,N/A,N/A,N/A,362.0,N/A,N/A,Normal,1959.0
1287,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd84253,Anderlecht,1070.0,investmentProperty,returnBuilding,560000.0,2.0,440.0,Super equipped,N/A,1.0,6.0,N/A,N/A,362.0,2.0,N/A,Normal,1959.0
1288,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd84252,Anderlecht,1070.0,investmentProperty,returnBuilding,575000.0,5.0,470.0,N/A,N/A,N/A,N/A,N/A,N/A,362.0,2.0,N/A,To be renovated,1965.0
1289,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd84251,Anderlecht,1070.0,investmentProperty,returnBuilding,575000.0,N/A,470.0,N/A,N/A,N/A,N/A,N/A,N/A,362.0,N/A,N/A,To be renovated,1965.0
1293,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd82862,Anderlecht,1070.0,investmentProperty,returnBuilding,1550000.0,7.0,771.0,N/A,N/A,1.0,35.0,1.0,200.0,N/A,2.0,N/A,N/A,1960.0
1302,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd79565,Anderlecht,1070.0,investmentProperty,returnBuilding,950000.0,5.0,450.0,N/A,N/A,1.0,N/A,N/A,N/A,1208.0,2.0,N/A,To be renovated,1905.0
1335,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd76138,Anderlecht,1070.0,investmentProperty,returnBuilding,399000.0,5.0,200.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.0,N/A,Normal,N/A
1336,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd75916,Anderlecht,1070.0,investmentProperty,returnBuilding,400000.0,6.0,300.0,Partially equipped,N/A,1.0,N/A,1.0,45.0,N/A,2.0,N/A,To be renovated,N/A
1337,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd75813,Anderlecht,1070.0,investmentProperty,returnBuilding,399000.0,4.0,143.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,2.0,N/A,Normal,N/A
1338,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd75449,Anderlecht,1070.0,investmentProperty,returnBuilding,525000.0,3.0,337.0,Super equipped,N/A,N/A,N/A,N/A,N/A,223.0,2.0,N/A,To be renovated,1940.0
1349,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/rbv02732,Anderlecht,1070.0,investmentProperty,returnBuilding,582000.0,3.0,148.0,N/A,N/A,1.0,23.0,N/A,N/A,N/A,2.0,N/A,N/A,1962.0
1355,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd70085,Anderlecht,1070.0,investmentProperty,returnBuilding,4500000.0,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.0,N/A,N/A,N/A
1358,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd70024,Anderlecht,1070.0,investmentProperty,returnBuilding,4500000.0,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.0,N/A,N/A,N/A
1362,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd68757,Anderlecht,1070.0,investmentProperty,returnBuilding,749000.0,N/A,1000.0,N/A,N/A,N/A,N/A,N/A,N/A,330.0,N/A,N/A,To be renovated,1960.0
1368,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd67836,Anderlecht,1070.0,investmentProperty,returnBuilding,700000.0,5.0,440.0,N/A,N/A,1.0,2.0,N/A,N/A,N/A,4.0,N/A,N/A,N/A
1381,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd62612,Anderlecht,1070.0,investmentProperty,returnBuilding,469700.0,2.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,151.0,N/A,N/A,N/A,N/A
1387,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd62133,Anderlecht,1070.0,investmentProperty,returnBuilding,450000.0,4.0,310.0,Fully equipped,N/A,1.0,N/A,N/A,N/A,N/A,2.0,N/A,To be renovated,1935.0
1392,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd60704,Anderlecht,1070.0,investmentProperty,returnBuilding,850000.0,5.0,177.0,N/A,N/A,N/A,N/A,N/A,N/A,75.0,2.0,N/A,Normal,N/A
1399,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd58251,Anderlecht,1070.0,investmentProperty,returnBuilding,560000.0,4.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,372.0,N/A,N/A,N/A,N/A
1409,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd55296,Anderlecht,1070.0,investmentProperty,returnBuilding,735000.0,N/A,0.0,Partially equipped,N/A,N/A,N/A,N/A,N/A,90.0,2.0,N/A,Normal,N/A
1412,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/rbu73403,Anderlecht,1070.0,investmentProperty,returnBuilding,990000.0,N/A,595.0,Fully equipped,N/A,N/A,N/A,N/A,N/A,393.0,2.0,N/A,Normal,1974.0
1413,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/rbu73386,Anderlecht,1070.0,investmentProperty,returnBuilding,990000.0,N/A,595.0,Fully equipped,N/A,N/A,N/A,N/A,N/A,393.0,N/A,N/A,Normal,1974.0
1422,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd50500,Anderlecht,1070.0,investmentProperty,returnBuilding,760000.0,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.0,N/A,To renovate,N/A
1423,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd50488,Anderlecht,1070.0,investmentProperty,returnBuilding,760000.0,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.0,N/A,To renovate,N/A
1425,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/rbu65740,Anderlecht,1070.0,investmentProperty,returnBuilding,425000.0,6.0,346.0,Partially equipped,N/A,1.0,16.0,1.0,97.0,185.0,2.0,N/A,To renovate,1908.0
1429,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd46542,Anderlecht,1070.0,investmentProperty,returnBuilding,1590000.0,N/A,1000.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Normal,1950.0
1447,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd35351,Anderlecht,1070.0,investmentProperty,returnBuilding,1590000.0,10.0,1000.0,N/A,N/A,1.0,8.0,N/A,N/A,464.0,2.0,N/A,Normal,1950.0
1492,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbc91408,Anderlecht,1070.0,investmentProperty,returnBuilding,170000.0,1.0,51.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015.0
1520,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbc23770,Anderlecht,1070.0,investmentProperty,returnBuilding,2200000.0,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.0,N/A,Normal,N/A
1547,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/rbg67453,Anderlecht,1070.0,investmentProperty,returnBuilding,790000.0,7.0,663.0,Super equipped,N/A,N/A,N/A,N/A,N/A,N/A,2.0,N/A,Normal,1949.0
1581,https://immovlan.be/en/detail/investment-property/in-public-sale/1070/anderlecht/vbd76174,Anderlecht,1070.0,investmentProperty,returnBuilding,450000.0,5.0,316.0,N/A,N/A,N/A,N/A,1.0,73.0,N/A,N/A,N/A,N/A,N/A
1594,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd74189,Anderlecht,1070.0,investmentProperty,returnBuilding,729000.0,5.0,290.0,N/A,N/A,N/A,N/A,N/A,N/A,125.0,2.0,N/A,To be renovated,1880.0
1598,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/rbv02733,Anderlecht,1070.0,investmentProperty,returnBuilding,530000.0,3.0,263.0,N/A,N/A,1.0,N/A,N/A,N/A,154.0,2.0,N/A,To be renovated,N/A
1607,https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd68758,Anderlecht,1070.0,investmentProperty,returnBuilding,749000.0,12.0,600.0,Fully equipped,N/A,1.0,7.0,N/A,N/A,457.0,2.0,N/A,New,1960.0
1614,https://immovlan.be/en/detail/investment-property/for-sale/6150/anderlues/vbd62101,Anderlues,6150.0,investmentProperty,returnBuilding,179000.0,3.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.0,N/A,To be renovated,N/A
1616,https://immovlan.be/en/detail/investment-property/for-sale/6150/anderlues/vbd48550,Anderlues,6150.0,investmentProperty,returnBuilding,170000.0,2.0,140.0,N/A,N/A,N/A,N/A,N/A,N/A,135.0,3.0,N/A,To be renovated,N/A
1626,https://immovlan.be/en/detail/investment-property/for-sale/6150/anderlues/vbd60027,Anderlues,6150.0,investmentProperty,returnBuilding,650000.0,7.0,350.0,N/A,N/A,1.0,N/A,1.0,N/A,9350.0,4.0,N/A,To renovate,N/A
1628,https://immovlan.be/en/detail/investment-property/for-sale/6150/anderlues/vbd50165,Anderlues,6150.0,investmentProperty,returnBuilding,565000.0,4.0,496.0,N/A,N/A,1.0,N/A,N/A,N/A,533.0,3.0,N/A,Normal,N/A
1644,https://immovlan.be/en/detail/investment-property/for-sale/4821/andrimont/vbd87843,Andrimont,4821.0,investmentProperty,returnBuilding,299000.0,N/A,150.0,Super equipped,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Normal,N/A
1646,https://immovlan.be/en/detail/investment-property/for-sale/4821/andrimont/vbd85276,Andrimont,4821.0,investmentProperty,returnBuilding,299000.0,3.0,200.0,Super equipped,N/A,N/A,N/A,N/A,N/A,165.0,2.0,N/A,Normal,N/A
1654,https://immovlan.be/en/detail/investment-property/for-sale/4821/andrimont/vbd26856,Andrimont,4821.0,investmentProperty,returnBuilding,229000.0,6.0,140.0,Fully equipped,N/A,N/A,N/A,N/A,N/A,48.0,3.0,N/A,Normal,N/A
1660,https://immovlan.be/en/detail/investment-property/for-sale/4821/andrimont/vbc44279,Andrimont,4821.0,investmentProperty,returnBuilding,235000.0,9.0,270.0,Fully equipped,N/A,1.0,13.0,N/A,N/A,130.0,4.0,N/A,To renovate,1885.0
1674,https://immovlan.be/en/detail/investment-property/for-sale/4031/angleur/vbd78627,Angleur,4031.0,investmentProperty,returnBuilding,325000.0,5.0,164.0,Super equipped,N/A,1.0,15.0,N/A,N/A,71.0,2.0,N/A,Excellent,N/A
1678,https://immovlan.be/en/detail/investment-property/for-sale/4031/angleur/vbd74037,Angleur,4031.0,investmentProperty,returnBuilding,430000.0,6.0,267.0,N/A,N/A,N/A,N/A,N/A,N/A,526.0,3.0,N/A,N/A,N/A
