page_id,page_url,locality,zip_code,property_type,property_subtype,price,number_of_bedrooms,livable_surface_m2,kitchen_equipment,furnished,has_terrace,terrace_area_m2,has_garden,garden_area_m2,land_area_m2,number_of_facades,has_swimming_pool,building_condition,build_year
145,https://immovlan.be/en/detail/apartment/for-sale/3800/sint-truiden/rbu98893,Sint-Truiden,3800.0,appartment,flat,295000.0,2.0,84.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,2.0,N/A,N/A,1990.0
146,https://immovlan.be/en/detail/apartment/for-sale/3800/sint-truiden/rbv26013,Sint-Truiden,3800.0,appartment,flat,219000.0,2.0,121.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1965.0
148,https://immovlan.be/en/detail/apartment/for-sale/3800/sint-truiden/rbv16264,Sint-Truiden,3800.0,appartment,flat,199000.0,2.0,0.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1990.0
156,https://immovlan.be/en/detail/apartment/for-sale/3800/sint-truiden/rbu93870,Sint-Truiden,3800.0,appartment,flat,259000.0,2.0,101.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1969.0
157,https://immovlan.be/en/detail/apartment/for-sale/3800/sint-truiden/rbu93868,Sint-Truiden,3800.0,appartment,flat,1599000.0,3.0,750.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1850.0
160,https://immovlan.be/en/detail/apartment/for-sale/3800/sint-truiden/rbu91626,Sint-Truiden,3800.0,appartment,flat,215000.0,3.0,193.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1968.0
166,https://immovlan.be/en/detail/apartment/for-sale/3800/sint-truiden/rbu74801,Sint-Truiden,3800.0,appartment,flat,330000.0,2.0,131.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1995.0
171,https://immovlan.be/en/detail/apartment/for-sale/3800/sint-truiden/rbu60591,Sint-Truiden,3800.0,appartment,flat,439000.0,1.0,87.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1960.0
172,https://immovlan.be/en/detail/apartment/for-sale/3800/sint-truiden/rbu51906,Sint-Truiden,3800.0,appartment,flat,300000.0,2.0,70.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1961.0
178,https://immovlan.be/en/detail/apartment/for-sale/3800/sint-truiden/rbu24774,Sint-Truiden,3800.0,appartment,flat,169000.0,2.0,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,Excellent,1968.0
181,https://immovlan.be/en/detail/apartment/for-sale/3800/sint-truiden/rbu24795,Sint-Truiden,3800.0,appartment,flat,298000.0,1.0,0.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,N/A,N/A,Excellent,2021.0
189,https://immovlan.be/en/detail/apartment/for-sale/3800/sint-truiden/rbu01042,Sint-Truiden,3800.0,appartment,flat,369314.0,2.0,88.0,N/A,0.0,1.0,13.0,N/A,N/A,N/A,2.0,N/A,New,2025.0
190,https://immovlan.be/en/detail/penthouse/for-sale/3800/sint-truiden/rbu01041,Sint-Truiden,3800.0,appartment,penthouse,562387.0,3.0,133.0,N/A,0.0,1.0,35.0,N/A,N/A,N/A,2.0,N/A,New,2025.0
191,https://immovlan.be/en/detail/apartment/for-sale/3800/sint-truiden/rbu01040,Sint-Truiden,3800.0,appartment,flat,366885.0,2.0,88.0,N/A,0.0,1.0,13.0,N/A,N/A,N/A,2.0,N/A,New,2025.0
192,https://immovlan.be/en/detail/penthouse/for-sale/3800/sint-truiden/rbu01039,Sint-Truiden,3800.0,appartment,penthouse,567182.0,3.0,134.0,N/A,0.0,1.0,45.0,N/A,N/A,N/A,2.0,N/A,New,2025.0
193,https://immovlan.be/en/detail/penthouse/for-sale/3800/sint-truiden/rbu01038,Sint-Truiden,3800.0,appartment,penthouse,591283.0,3.0,136.0,N/A,0.0,1.0,45.0,N/A,N/A,N/A,2.0,N/A,New,2025.0
194,https://immovlan.be/en/detail/penthouse/for-sale/3800/sint-truiden/rbu01036,Sint-Truiden,3800.0,appartment,penthouse,599753.0,3.0,136.0,N/A,0.0,1.0,45.0,N/A,N/A,N/A,2.0,N/A,New,2025.0
195,https://immovlan.be/en/detail/apartment/for-sale/3800/sint-truiden/rbu01035,Sint-Truiden,3800.0,appartment,flat,429121.0,3.0,106.0,N/A,0.0,1.0,15.0,N/A,N/A,N/A,2.0,N/A,New,2025.0
196,https://immovlan.be/en/detail/penthouse/for-sale/3800/sint-truiden/rbu01034,Sint-Truiden,3800.0,appartment,penthouse,574442.0,3.0,134.0,N/A,0.0,1.0,45.0,N/A,N/A,N/A,2.0,N/A,New,2025.0
197,https://immovlan.be/en/detail/penthouse/for-sale/3800/sint-truiden/rbu01033,Sint-Truiden,3800.0,appartment,penthouse,529299.0,3.0,112.0,N/A,0.0,1.0,N/A,N/A,N/A,N/A,2.0,N/A,New,2025.0
198,https://immovlan.be/en/detail/penthouse/for-sale/3800/sint-truiden/rbu01032,Sint-Truiden,3800.0,appartment,penthouse,568437.0,3.0,133.0,N/A,0.0,1.0,35.0,N/A,N/A,N/A,2.0,N/A,New,2025.0
199,https://immovlan.be/en/detail/apartment/for-sale/3800/sint-truiden/rbu01031,Sint-Truiden,3800.0,appartment,flat,476077.0,3.0,111.0,N/A,0.0,1.0,14.0,N/A,N/A,N/A,2.0,N/A,New,2025.0
200,https://immovlan.be/en/detail/apartment/for-sale/3800/sint-truiden/rbu01030,Sint-Truiden,3800.0,appartment,flat,450829.0,3.0,107.0,N/A,0.0,1.0,14.0,N/A,N/A,N/A,2.0,N/A,New,2025.0
201,https://immovlan.be/en/detail/apartment/for-sale/3800/sint-truiden/rbu01029,Sint-Truiden,3800.0,appartment,flat,466397.0,3.0,111.0,N/A,0.0,1.0,14.0,N/A,N/A,N/A,2.0,N/A,New,2025.0
203,https://immovlan.be/en/detail/penthouse/for-sale/3800/sint-truiden/rbt65039,Sint-Truiden,3800.0,appartment,penthouse,575000.0,2.0,0.0,Super equipped,0.0,1.0,N/A,N/A,N/A,N/A,2.0,N/A,New,2025.0
204,https://immovlan.be/en/detail/apartment/for-sale/3800/sint-truiden/rbt65038,Sint-Truiden,3800.0,appartment,flat,455000.0,2.0,0.0,Super equipped,0.0,1.0,N/A,1.0,N/A,N/A,2.0,N/A,New,2025.0
205,https://immovlan.be/en/detail/apartment/for-sale/3800/sint-truiden/rbt65037,Sint-Truiden,3800.0,appartment,flat,465000.0,3.0,0.0,Super equipped,0.0,1.0,N/A,N/A,N/A,N/A,2.0,N/A,New,2025.0
206,https://immovlan.be/en/detail/apartment/for-sale/3800/sint-truiden/rbt65036,Sint-Truiden,3800.0,appartment,flat,340000.0,2.0,0.0,N/A,0.0,1.0,N/A,N/A,N/A,N/A,2.0,N/A,New,2025.0
207,https://immovlan.be/en/detail/apartment/for-sale/3800/sint-truiden/rbt65035,Sint-Truiden,3800.0,appartment,flat,250000.0,1.0,0.0,N/A,0.0,1.0,N/A,1.0,N/A,N/A,2.0,N/A,New,2025.0
208,https://immovlan.be/en/detail/apartment/for-sale/3800/sint-truiden/rbt39011,Sint-Truiden,3800.0,appartment,flat,260000.0,2.0,0.0,Super equipped,0.0,1.0,9.0,N/A,N/A,N/A,2.0,N/A,New,2025.0
210,https://immovlan.be/en/detail/apartment/for-sale/3800/sint-truiden/rbv04497,Sint-Truiden,3800.0,appartment,flat,385000.0,3.0,106.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015.0
211,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbv30405,Aalst,9300.0,appartment,flat,314000.0,2.0,99.0,N/A,N/A,1.0,N/A,1.0,N/A,N/A,2.0,N/A,New,N/A
212,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbv17303,Aalst,9300.0,appartment,flat,345000.0,2.0,112.0,N/A,0.0,1.0,21.0,N/A,N/A,N/A,N/A,N/A,New,N/A
213,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbv35136,Aalst,9300.0,appartment,flat,295000.0,2.0,86.0,Super equipped,0.0,1.0,7.0,N/A,N/A,N/A,2.0,0.0,Excellent,1969.0
217,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbv34593,Aalst,9300.0,appartment,flat,408382.0,2.0,97.0,N/A,N/A,1.0,42.0,1.0,42.0,N/A,2.0,N/A,New,N/A
218,https://immovlan.be/en/detail/duplex/for-sale/9300/aalst/rbv32003,Aalst,9300.0,appartment,duplex,269000.0,2.0,90.0,N/A,0.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,Excellent,N/A
219,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbv31973,Aalst,9300.0,appartment,flat,285000.0,2.0,86.0,N/A,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,Excellent,N/A
220,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbv31964,Aalst,9300.0,appartment,flat,239000.0,1.0,77.0,N/A,0.0,1.0,40.0,1.0,45.0,N/A,N/A,N/A,Excellent,N/A
222,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbv31472,Aalst,9300.0,appartment,flat,850000.0,9.0,730.0,N/A,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,Normal,N/A
223,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbv31107,Aalst,9300.0,appartment,flat,599000.0,4.0,0.0,N/A,N/A,1.0,28.0,1.0,N/A,N/A,N/A,N/A,Excellent,1992.0
225,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbv30492,Aalst,9300.0,appartment,flat,235000.0,2.0,89.0,Fully equipped,1.0,1.0,6.0,N/A,N/A,N/A,2.0,N/A,Normal,N/A
226,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbv30408,Aalst,9300.0,appartment,flat,374000.0,3.0,130.0,N/A,N/A,1.0,N/A,1.0,N/A,N/A,2.0,N/A,New,2026.0
227,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbv30407,Aalst,9300.0,appartment,flat,339000.0,2.0,134.0,N/A,N/A,1.0,N/A,1.0,N/A,N/A,2.0,N/A,New,N/A
228,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbv30406,Aalst,9300.0,appartment,flat,314000.0,2.0,95.0,N/A,N/A,1.0,N/A,1.0,N/A,N/A,2.0,N/A,New,N/A
229,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbv30404,Aalst,9300.0,appartment,flat,314000.0,2.0,95.0,N/A,N/A,1.0,N/A,1.0,N/A,N/A,2.0,N/A,New,N/A
230,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbv30403,Aalst,9300.0,appartment,flat,264000.0,1.0,70.0,N/A,N/A,1.0,N/A,1.0,N/A,N/A,2.0,N/A,New,N/A
235,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbv29917,Aalst,9300.0,appartment,flat,289000.0,2.0,115.0,N/A,0.0,1.0,15.0,N/A,N/A,N/A,N/A,N/A,Excellent,N/A
238,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbv29623,Aalst,9300.0,appartment,flat,1795000.0,12.0,580.0,N/A,0.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,Excellent,N/A
240,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbv27705,Aalst,9300.0,appartment,flat,449000.0,4.0,185.0,Fully equipped,0.0,1.0,N/A,N/A,N/A,N/A,2.0,0.0,Excellent,1969.0
242,https://immovlan.be/en/detail/duplex/for-sale/9300/aalst/rbv09993,Aalst,9300.0,appartment,duplex,145000.0,2.0,0.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
246,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbu96541,Aalst,9300.0,appartment,flat,235000.0,1.0,53.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,N/A,N/A,Excellent,1995.0
247,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbu96540,Aalst,9300.0,appartment,flat,315000.0,2.0,85.0,N/A,N/A,1.0,N/A,N/A,N/A,N/A,N/A,N/A,Excellent,1995.0
248,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbu96539,Aalst,9300.0,appartment,flat,298000.0,2.0,91.0,N/A,N/A,1.0,6.0,N/A,N/A,N/A,N/A,N/A,Excellent,1995.0
249,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbu88836,Aalst,9300.0,appartment,flat,295000.0,2.0,121.0,N/A,0.0,1.0,8.0,N/A,N/A,N/A,N/A,N/A,Excellent,N/A
251,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbu16111,Aalst,9300.0,appartment,flat,950000.0,2.0,150.0,N/A,0.0,1.0,170.0,N/A,N/A,N/A,N/A,N/A,New,N/A
256,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbv25207,Aalst,9300.0,appartment,flat,199000.0,3.0,115.0,Fully equipped,0.0,1.0,6.0,N/A,N/A,N/A,2.0,0.0,Normal,1981.0
263,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbv17914,Aalst,9300.0,appartment,flat,179000.0,1.0,76.0,N/A,0.0,1.0,20.0,1.0,30.0,N/A,N/A,N/A,Normal,N/A
264,https://immovlan.be/en/detail/duplex/for-sale/9300/aalst/rbv17306,Aalst,9300.0,appartment,duplex,395000.0,3.0,115.0,N/A,0.0,1.0,12.0,N/A,N/A,N/A,N/A,N/A,New,N/A
265,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbv17304,Aalst,9300.0,appartment,flat,335000.0,2.0,86.0,N/A,0.0,1.0,12.0,N/A,N/A,N/A,N/A,N/A,New,N/A
267,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbv17188,Aalst,9300.0,appartment,flat,395000.0,3.0,115.0,Super equipped,0.0,1.0,N/A,N/A,N/A,N/A,3.0,0.0,Normal,2006.0
268,https://immovlan.be/en/detail/loft/for-sale/9300/aalst/rbv16324,Aalst,9300.0,appartment,loft,349000.0,2.0,119.0,Super equipped,0.0,1.0,10.0,N/A,N/A,N/A,N/A,0.0,New,2025.0
271,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbu33046,Aalst,9300.0,appartment,flat,382159.0,2.0,106.0,N/A,N/A,1.0,8.0,1.0,N/A,N/A,2.0,N/A,New,N/A
276,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbv17335,Aalst,9300.0,appartment,flat,610000.0,3.0,150.0,N/A,0.0,1.0,60.0,N/A,N/A,N/A,N/A,N/A,New,N/A
280,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbv14516,Aalst,9300.0,appartment,flat,275000.0,2.0,90.0,Super equipped,N/A,1.0,5.0,N/A,N/A,N/A,2.0,N/A,Excellent,2014.0
282,https://immovlan.be/en/detail/ground-floor/for-sale/9300/aalst/rbv11261,Aalst,9300.0,appartment,groundFloor,329000.0,3.0,108.0,Super equipped,N/A,1.0,10.0,1.0,N/A,N/A,2.0,N/A,Normal,N/A
283,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbv10212,Aalst,9300.0,appartment,flat,219900.0,2.0,76.0,N/A,N/A,1.0,8.0,1.0,N/A,N/A,N/A,1.0,To be renovated,1999.0
284,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbv09989,Aalst,9300.0,appartment,flat,110000.0,1.0,57.0,N/A,0.0,0.0,N/A,N/A,N/A,N/A,2.0,N/A,To be renovated,1850.0
285,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbv09988,Aalst,9300.0,appartment,flat,110000.0,1.0,45.0,N/A,0.0,0.0,N/A,N/A,N/A,N/A,2.0,N/A,To be renovated,1850.0
286,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbv09987,Aalst,9300.0,appartment,flat,120000.0,1.0,53.0,N/A,0.0,0.0,N/A,N/A,N/A,N/A,2.0,N/A,Normal,1850.0
287,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbv09986,Aalst,9300.0,appartment,flat,125000.0,4.0,45.0,N/A,0.0,0.0,N/A,N/A,N/A,N/A,2.0,N/A,Normal,1850.0
288,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbv09983,Aalst,9300.0,appartment,flat,245000.0,2.0,96.0,N/A,0.0,1.0,4.0,N/A,N/A,N/A,N/A,N/A,Normal,1970.0
289,https://immovlan.be/en/detail/triplex/for-sale/9300/aalst/vbd76524,Aalst,9300.0,appartment,triplex,519000.0,4.0,0.0,N/A,0.0,1.0,N/A,N/A,N/A,N/A,2.0,0.0,Excellent,N/A
297,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbu93988,Aalst,9300.0,appartment,flat,887500.0,2.0,150.0,N/A,0.0,1.0,170.0,N/A,N/A,N/A,N/A,N/A,New,N/A
299,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbu93155,Aalst,9300.0,appartment,flat,310000.0,2.0,95.0,N/A,0.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,Excellent,N/A
300,https://immovlan.be/en/detail/duplex/for-sale/9300/aalst/rbu91670,Aalst,9300.0,appartment,duplex,398000.0,3.0,145.0,N/A,0.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,Excellent,N/A
301,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbu91161,Aalst,9300.0,appartment,flat,415000.0,3.0,130.0,N/A,0.0,1.0,N/A,N/A,N/A,N/A,N/A,N/A,New,N/A
302,https://immovlan.be/en/detail/studio/for-sale/9300/aalst/rbu91155,Aalst,9300.0,appartment,flatStudio,115000.0,N/A,35.0,N/A,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,Normal,N/A
303,https://immovlan.be/en/detail/duplex/for-sale/9300/aalst/rbu89138,Aalst,9300.0,appartment,duplex,395000.0,2.0,124.0,N/A,0.0,1.0,N/A,1.0,N/A,N/A,N/A,0.0,New,2021.0
315,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbu63273,Aalst,9300.0,appartment,flat,198000.0,2.0,80.0,N/A,0.0,1.0,10.0,N/A,N/A,N/A,N/A,N/A,Excellent,N/A
316,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbu59648,Aalst,9300.0,appartment,flat,499000.0,4.0,197.0,Fully equipped,0.0,1.0,N/A,N/A,N/A,N/A,4.0,0.0,To renovate,1966.0
317,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rwc41028,Aalst,9300.0,appartment,flat,249900.0,3.0,125.0,Fully equipped,N/A,1.0,2.0,N/A,N/A,N/A,2.0,0.0,Normal,N/A
318,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbu50086,Aalst,9300.0,appartment,flat,249000.0,1.0,47.0,N/A,N/A,1.0,5.0,1.0,N/A,N/A,2.0,N/A,Excellent,2016.0
319,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt74361,Aalst,9300.0,appartment,flat,169000.0,2.0,68.0,Fully equipped,N/A,1.0,N/A,N/A,N/A,N/A,2.0,N/A,Fully renovated,1962.0
324,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbu38183,Aalst,9300.0,appartment,flat,259000.0,2.0,80.0,N/A,0.0,1.0,30.0,1.0,20.0,N/A,N/A,N/A,New,N/A
325,https://immovlan.be/en/detail/duplex/for-sale/9300/aalst/rbu36881,Aalst,9300.0,appartment,duplex,359000.0,3.0,170.0,N/A,0.0,1.0,13.0,N/A,N/A,N/A,N/A,N/A,Normal,N/A
326,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbu34491,Aalst,9300.0,appartment,flat,138000.0,2.0,69.0,N/A,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,Normal,N/A
328,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbu33051,Aalst,9300.0,appartment,flat,419758.0,3.0,117.0,N/A,N/A,1.0,18.0,1.0,N/A,N/A,2.0,N/A,New,N/A
329,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbu33050,Aalst,9300.0,appartment,flat,411069.0,2.0,105.0,N/A,N/A,1.0,31.0,1.0,31.0,N/A,2.0,N/A,New,N/A
330,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbu33048,Aalst,9300.0,appartment,flat,430995.0,2.0,110.0,N/A,N/A,1.0,25.0,1.0,N/A,N/A,2.0,N/A,New,N/A
331,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbu33044,Aalst,9300.0,appartment,flat,343178.0,2.0,91.0,N/A,N/A,1.0,14.0,1.0,N/A,N/A,2.0,N/A,New,N/A
332,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbu33042,Aalst,9300.0,appartment,flat,360900.0,2.0,99.0,N/A,N/A,1.0,13.0,1.0,13.0,N/A,2.0,N/A,New,N/A
336,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbt76983,Aalst,9300.0,appartment,flat,235000.0,4.0,172.0,N/A,N/A,0.0,N/A,N/A,N/A,N/A,2.0,N/A,To be renovated,1974.0
339,https://immovlan.be/en/detail/studio/for-sale/9300/aalst/rbm33434,Aalst,9300.0,appartment,flatStudio,217150.0,0.0,53.0,Super equipped,0.0,1.0,8.0,1.0,N/A,N/A,2.0,0.0,New,2024.0
340,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbm33433,Aalst,9300.0,appartment,flat,331450.0,2.0,90.0,Super equipped,0.0,1.0,14.0,1.0,N/A,N/A,2.0,0.0,New,2024.0
341,https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbm33428,Aalst,9300.0,appartment,flat,268350.0,1.0,66.0,Super equipped,0.0,1.0,16.0,1.0,N/A,N/A,2.0,0.0,New,2024.0
