id,zip,url
28516,2431-varendonk,https://immovlan.be/en/detail/apartment/for-sale/2431/varendonk/rbv03966
28517,2431-varendonk,https://immovlan.be/en/detail/residence/for-sale/2431/varendonk/rbv17916
28518,2431-varendonk,https://immovlan.be/en/detail/residence/for-sale/2431/varendonk/rbv08625
28519,2431-varendonk,https://immovlan.be/en/detail/residence/for-sale/2431/varendonk/rbu16200
