id,zip,url
3072,5330-assesse,https://immovlan.be/en/detail/residence/for-sale/5330/assesse/vbd88912
3073,5330-assesse,https://immovlan.be/en/detail/residence/for-sale/5330/assesse/vbd79720
3074,5330-assesse,https://immovlan.be/en/detail/residence/for-sale/5330/assesse/vbd78638
3075,5330-assesse,https://immovlan.be/en/detail/apartment/for-sale/5330/assesse/vbd72162
3076,5330-assesse,https://immovlan.be/en/detail/residence/for-sale/5330/assesse/vbd68728
3077,5330-assesse,https://immovlan.be/en/detail/residence/for-sale/5330/assesse/vbd62635
3078,5330-assesse,https://immovlan.be/en/detail/residence/for-sale/5330/assesse/vbd52986
3079,5330-assesse,https://immovlan.be/en/detail/residence/for-sale/5330/assesse/vbd52985
