id,zip,url
22185,7810-maffle,https://immovlan.be/en/detail/residence/for-sale/7810/maffle/vbd89515
22186,7810-maffle,https://immovlan.be/en/detail/residence/for-sale/7810/maffle/vbd80408
22187,7810-maffle,https://immovlan.be/en/detail/villa/for-sale/7810/maffle/vbd02704
