id,zip,url
6681,7783-bizet,https://immovlan.be/en/detail/residence/for-sale/7783/bizet/rbv22801
6682,7783-bizet,https://immovlan.be/en/detail/residence/for-sale/7783/bizet/vbd66857
6683,7783-bizet,https://immovlan.be/en/detail/apartment/for-sale/7783/bizet/vbd66856
6684,7783-bizet,https://immovlan.be/en/detail/investment-property/for-sale/7783/bizet/vbd66855
6685,7783-bizet,https://immovlan.be/en/detail/residence/for-sale/7783/bizet/rbu70041
6686,7783-bizet,https://immovlan.be/en/detail/residence/for-sale/7783/bizet/vbd48328
6687,7783-bizet,https://immovlan.be/en/detail/mixed-building/for-sale/7783/bizet/vbd45072
6688,7783-bizet,https://immovlan.be/en/detail/residence/for-sale/7783/bizet/vbd01491
6689,7783-bizet,https://immovlan.be/en/detail/duplex/for-sale/7783/bizet/vbd33410
6690,7783-bizet,https://immovlan.be/en/detail/investment-property/for-sale/7783/bizet/vbd33409
6691,7783-bizet,https://immovlan.be/en/detail/residence/for-sale/7783/bizet/vbc59686
6692,7783-bizet,https://immovlan.be/en/detail/investment-property/for-sale/7783/bizet/vbd03861
6693,7783-bizet,https://immovlan.be/en/detail/residence/for-sale/7783/bizet/vbc72450
